PLACE_EN	PLACE_AR	PLACE_ALT	ADM1_EN	ADM2_EN	ADM3_EN
Sakar	سكر	سكر	Thi Qar	Suq Al-Shoyokh	Al-Fadhliya
Sayyid Numan	سيد نعمان	سيد نعمان	Thi Qar	Suq Al-Shoyokh	Al-Fadhliya
Suq al Shyukh	سوق الشيوخ	سوق الشيوخ	Thi Qar	Suq Al-Shoyokh	Al-Fadhliya
Tall al Lahm	تل اللحم	تل اللحم	Thi Qar	Suq Al-Shoyokh	Al-Fadhliya
Tamir Bak	ثامر بيك	ثامر بيك	Thi Qar	Suq Al-Shoyokh	Al-Fadhliya
Adatah	عداتة	عداتة	Thi Qar	Suq Al-Shoyokh	Akaika
Ajil al Huwayz	عاجل الحويز	عاجل الحويز	Thi Qar	Suq Al-Shoyokh	Akaika
Akaika	عكيكة	عكيكة	Thi Qar	Suq Al-Shoyokh	Akaika
Al Abid	ال عبيد	العبد	Thi Qar	Suq Al-Shoyokh	Akaika
Al Dakhil	الداخل	الداخل	Thi Qar	Suq Al-Shoyokh	Akaika
Al Fudaliyah	ناحية الفضلية	ناحية الفضلية	Thi Qar	Suq Al-Shoyokh	Akaika
Al Id	ال عبيد	العيد	Thi Qar	Suq Al-Shoyokh	Akaika
Al Musaadah	المساعدة	المساعدة	Thi Qar	Suq Al-Shoyokh	Akaika
Al Shadid	آل شديد	آل شديد	Thi Qar	Suq Al-Shoyokh	Akaika
Ali al Hajj Ulwan	علي الحاج علوان	علي الحاج علوان	Thi Qar	Suq Al-Shoyokh	Akaika
Ashirat al Abd	عشيرة العبد	عشيرة العبد	Thi Qar	Suq Al-Shoyokh	Akaika
Asl at Tamrah	أصل التمرة	أصل التمرة	Thi Qar	Suq Al-Shoyokh	Akaika
Atshan	عطشان	عطشان	Thi Qar	Suq Al-Shoyokh	Akaika
Atshan al Isa	عطشان العيسى	عطشان العيسى	Thi Qar	Suq Al-Shoyokh	Akaika
ayad khayoon	ال عليوي	حالم المفتن	Thi Qar	Suq Al-Shoyokh	Akaika
Chamamilah	جملية	جملية	Thi Qar	Suq Al-Shoyokh	Akaika
Hasawiya	حساوية	حساوية	Thi Qar	Suq Al-Shoyokh	Akaika
Imam Husayn as Sahl	إمام حسين السهل	إمام حسين السهل	Thi Qar	Suq Al-Shoyokh	Akaika
Jasim al Umran	جاسم العمران	جاسم العمران	Thi Qar	Suq Al-Shoyokh	Akaika
Kadim ash Shaddud	كضيم الشدود	كضيم الشدود	Thi Qar	Suq Al-Shoyokh	Akaika
Mishat	مشات	مشات	Thi Qar	Suq Al-Shoyokh	Akaika
morad al falih	مراد عبد الكاظم ال فالح	عطشان دخيل	Thi Qar	Suq Al-Shoyokh	Akaika
Muhammad at Tarfan	محمد الطوفان	محمد الطرفان	Thi Qar	Suq Al-Shoyokh	Akaika
Naji al Faris	ناجي الفارس	ناجي الفارس	Thi Qar	Suq Al-Shoyokh	Akaika
Qalat Rudan	قلعة روضان	قلعة روضان	Thi Qar	Suq Al-Shoyokh	Akaika
Radif al Ibrahim	رديف الإبراهيم	رديف الإبراهيم	Thi Qar	Suq Al-Shoyokh	Akaika
Salaf Karim	سلف كريم	سلف كريم	Thi Qar	Suq Al-Shoyokh	Akaika
Salaf Zair	سلف زير	سلف زير	Thi Qar	Suq Al-Shoyokh	Akaika
Shaidi	شيدي	شيدي	Thi Qar	Suq Al-Shoyokh	Akaika
Thamiriya	ثامرية	ثامرية	Thi Qar	Suq Al-Shoyokh	Akaika
Ulwan az Zahir	علوان الزاهر	علوان الزاهر	Thi Qar	Suq Al-Shoyokh	Akaika
Abd Allah al Yasin	عبد الله الياسين	عبد الله الياسين	Wassit	Al-Hai	Al-Bashaer
Abd as Satar	عبد الستار	عبد الستار	Wassit	Al-Hai	Al-Bashaer
Al Basha'ir	البشائر	البشائر	Wassit	Al-Hai	Al-Bashaer
Al Diwan	آل ديوان	آل ديوان	Wassit	Al-Hai	Al-Bashaer
Al Hai	الحي	الحي	Wassit	Al-Hai	Al-Bashaer
Al Jadhub	الجاذوب	الجاذوب	Wassit	Al-Hai	Al-Bashaer
Albu Badr	آل بو بدر	آل بو بدر	Wassit	Al-Hai	Al-Bashaer
Ali al Hamd at Tarfah	علي الحمد الطرفة	علي الحمد الطرفة	Wassit	Al-Hai	Al-Bashaer
Ali al Hanarah	علي الحنارة	علي الحنارة	Wassit	Al-Hai	Al-Bashaer
Alim Nahi	عليم ناهي	عليم ناهي	Wassit	Al-Hai	Al-Bashaer
Al-Sabah			Wassit	Al-Hai	Al-Bashaer
Ar Rashdiyah	الرشيدية	الرشيدية	Wassit	Al-Hai	Al-Bashaer
Arab Salman	عرب سلمان	عرب سلمان	Wassit	Al-Hai	Al-Bashaer
Arab Tanab	عرب طناب	عرب طناب	Wassit	Al-Hai	Al-Bashaer
As Salbah	السلبة	السلبة	Wassit	Al-Hai	Al-Bashaer
Ash Shibli	الشبلي	الشبلي	Wassit	Al-Hai	Al-Bashaer
At Tafiliyah	الطفيلية	الطفيلية	Wassit	Al-Hai	Al-Bashaer
Az Zagatah	الزكاطة	الزكاطة	Wassit	Al-Hai	Al-Bashaer
Bayt al Kabab	بيت الكباب	بيت الكباب	Wassit	Al-Hai	Al-Bashaer
Bayut as Sayyid Marhaj	بيوت السيد مرهج	بيوت السيد مرهج	Wassit	Al-Hai	Al-Bashaer
Bayut Hasas al Halil	بيوت حساس الهليل	بيوت حساس الهليل	Wassit	Al-Hai	Al-Bashaer
Bayut Muhammad	بيوت محمد	بيوت محمد	Wassit	Al-Hai	Al-Bashaer
Hadi as Sadun	هادي السعدون	هادي السعدون	Wassit	Al-Hai	Al-Bashaer
Halhul	هلهول	هلهول	Wassit	Al-Hai	Al-Bashaer
Hamid Was.hil	حميد وسهيل	حميد وسهيل	Wassit	Al-Hai	Al-Bashaer
Hasan as Sachit	حسن الساجت	حسن الساجت	Wassit	Al-Hai	Al-Bashaer
Husain al Ali	حسين العلي	حسين العلي	Wassit	Al-Hai	Al-Bashaer
Husayn al Khayyun	حسين الخيون	حسين الخيون	Wassit	Al-Hai	Al-Bashaer
Ibar	عبار	عبار	Wassit	Al-Hai	Al-Bashaer
Kazim al Mud	كاظم الموض	كاظم الموض	Wassit	Al-Hai	Al-Bashaer
Khajim Abd Allah	خجم عبد الله	خجم عبد الله	Wassit	Al-Hai	Al-Bashaer
Khilati Khir Allah Khalaf	خلاتي خير الله خلف	خلاتي خير الله خلف	Wassit	Al-Hai	Al-Bashaer
Kuwam Bilasm	كوام بلاسم	كوام بلاسم	Wassit	Al-Hai	Al-Bashaer
Laftah	لفتاه	لفتاه	Wassit	Al-Hai	Al-Bashaer
Machid al Gatat	مجيد الكطاط	مجيد الكطاط	Wassit	Al-Hai	Al-Bashaer
Maftul Abd al Maal	مفتول عبد المعال	مفتول عبد المعال	Wassit	Al-Hai	Al-Bashaer
Mahalat al-Door			Wassit	Al-Hai	Al-Bashaer
Majid Bayg	مجيد بيك	مجيد بيك	Wassit	Al-Hai	Al-Bashaer
Miyah	مياح	مياح	Wassit	Al-Hai	Al-Bashaer
Muhammad	محمد	محمد	Wassit	Al-Hai	Al-Bashaer
Nahr Umm al Batus	نهر أم البطوس	نهر أم البطوس	Wassit	Al-Hai	Al-Bashaer
Nahu al Jabr	نحو الجابر	نحو الجابر	Wassit	Al-Hai	Al-Bashaer
Qalat Abd Ali as Sulayman	قلعة عبد علي السليمان	قلعة عبد علي السليمان	Wassit	Al-Hai	Al-Bashaer
Sadun	سعدون	سعدون	Wassit	Al-Hai	Al-Bashaer
Sayyid Hamirah	سيد حميرة	سيد حميرة	Wassit	Al-Hai	Al-Bashaer
Sayyid Hashim	سيد هاشم	سيد هاشم	Wassit	Al-Hai	Al-Bashaer
Sayyid Hasub	سيد حصوب	سيد حصوب	Wassit	Al-Hai	Al-Bashaer
Shabut ar Radi	شبوط الراضي	شبوط الراضي	Wassit	Al-Hai	Al-Bashaer
Shaykh Wadi	شيخ وادي	شيخ وادي	Wassit	Al-Hai	Al-Bashaer
Subhi	صبحي	صبحي	Wassit	Al-Hai	Al-Bashaer
Suwailim	سويلم	سويلم	Wassit	Al-Hai	Al-Bashaer
Tahunat Jabr at Taimah	طاحونة جبر الطعيمة	طاحونة جبر الطعيمة	Wassit	Al-Hai	Al-Bashaer
Wali Hasan	والي حسان	والي حسان	Wassit	Al-Hai	Al-Bashaer
Wali Jasan	والي جصان	والي جصان	Wassit	Al-Hai	Al-Bashaer
Zanabiya	زنبية	زنبية	Wassit	Al-Hai	Al-Bashaer
Abd al Farhud	عبد الفرهود	عبد الفرهود	Wassit	Al-Hai	Al-Mowafaqiya
Abd al Hadi	عبد الهادي	عبد الهادي	Wassit	Al-Hai	Al-Mowafaqiya
Abd al Wahhab as Sadun	عبد الوهاب السعدون	عبد الوهاب السعدون	Wassit	Al-Hai	Al-Mowafaqiya
Absir	أبسير	أبسير	Wassit	Al-Hai	Al-Mowafaqiya
Abu Rayat	أبو رايات	أبو رايات	Wassit	Al-Hai	Al-Mowafaqiya
Al Basal	البصل	البصل	Wassit	Al-Hai	Al-Mowafaqiya
Al Gharib	الغريب	الغريب	Wassit	Al-Hai	Al-Mowafaqiya
Al Kasrah	الكسرة	الكسرة	Wassit	Al-Hai	Al-Mowafaqiya
Al Muwaffaqiyah	الموفقية	الموفقية	Wassit	Al-Hai	Al-Mowafaqiya
Al Yawrah	اليورة	اليورة	Wassit	Al-Hai	Al-Mowafaqiya
Al-Khawarnaq			Wassit	Al-Hai	Al-Mowafaqiya
Al-Tahreer (Hussain Mahdi)			Wassit	Al-Hai	Al-Mowafaqiya
An Nawfali	النوفلي	النوفلي	Wassit	Al-Hai	Al-Mowafaqiya
As Sawalim	السوالم	السوالم	Wassit	Al-Hai	Al-Mowafaqiya
As Sayyid Muhij	سعد الحجية	سعد الحجية	Wassit	Al-Hai	Al-Mowafaqiya
Ash Shayb	الشيب	الشيب	Wassit	Al-Hai	Al-Mowafaqiya
Ayid Rabiah	عايد ربيعة	عايد ربيعة	Wassit	Al-Hai	Al-Mowafaqiya
Az Zawamil	الزوامل	الزوامل	Wassit	Al-Hai	Al-Mowafaqiya
Begai	بجاي	بجاي	Wassit	Al-Hai	Al-Mowafaqiya
Dakhil al Mansur	دخيل المنصور	دخيل المنصور	Wassit	Al-Hai	Al-Mowafaqiya
Duwayb	دويب	دويب	Wassit	Al-Hai	Al-Mowafaqiya
Faisal Abdul Hadi	فيصل عبد الهادي	فيصل عبد الهادي	Wassit	Al-Hai	Al-Mowafaqiya
Falah as Sawalim	فلح السوالم	فلح السوالم	Wassit	Al-Hai	Al-Mowafaqiya
Garmat al Hamrah	كرمة الحمرة	كرمة الحمرة	Wassit	Al-Hai	Al-Mowafaqiya
Hamid as Sadun	حميد السعدون	حميد السعدون	Wassit	Al-Hai	Al-Mowafaqiya
Hawr Ata	هور عطا	هور عطا	Wassit	Al-Hai	Al-Mowafaqiya
Husayn ar Ruzayji	قرية الخلود	قلعة حسين الزريجي	Wassit	Al-Hai	Al-Mowafaqiya
Ishan Abu Nurah	إيشان أبو نورة	إيشان أبو نورة	Wassit	Al-Hai	Al-Mowafaqiya
Ishan Abu Nusurah		Ishan Abu Nusurah	Wassit	Al-Hai	Al-Mowafaqiya
Jasim Ali as Sadun	جاسم علي السعدون	جاسم علي السعدون	Wassit	Al-Hai	Al-Mowafaqiya
Kazim al Fahd	كاظم الفهد	كاظم الفهد	Wassit	Al-Hai	Al-Mowafaqiya
Khalaf al Uglah	خلف العكلة	خلف العكلة	Wassit	Al-Hai	Al-Mowafaqiya
Mahairij	محيريجة	محيريجة	Wassit	Al-Hai	Al-Mowafaqiya
Mirzabad	مرزاباد	مرزاباد	Wassit	Al-Hai	Al-Mowafaqiya
Mitah	ميتاح	ميتاح	Wassit	Al-Hai	Al-Mowafaqiya
Miyah	مياح	مياح	Wassit	Al-Hai	Al-Mowafaqiya
Miyah Abd al Karakan	مياح عبد الكركان	مياح عبد الكركان	Wassit	Al-Hai	Al-Mowafaqiya
Miyah Rabiah	مياح ربيعة	مياح ربيعة	Wassit	Al-Hai	Al-Mowafaqiya
Miyah Uwaysi	مياح عويسي	مياح عويسي	Wassit	Al-Hai	Al-Mowafaqiya
Nasir al Husayn	جسر رقم 2	ناصر الحسين	Wassit	Al-Hai	Al-Mowafaqiya
Sader			Wassit	Al-Hai	Al-Mowafaqiya
Salman as Sadun	سلمان السعدون	سلمان السعدون	Wassit	Al-Hai	Al-Mowafaqiya
Sayyid Abd al Azim	سيد عبد العظيم الياسري	سيد كامل عبد العظيم الياسري	Wassit	Al-Hai	Al-Mowafaqiya
Siyaj	سياج	سياج	Wassit	Al-Hai	Al-Mowafaqiya
Ujayl Abd ar Razzaq	عجيل عبد الرزاق	عجيل عبد الرزاق	Wassit	Al-Hai	Al-Mowafaqiya
Umm al Khillah	أم الخلة	أم الخلة	Wassit	Al-Hai	Al-Mowafaqiya
Zubayd	زبيد	زبيد	Wassit	Al-Hai	Al-Mowafaqiya
Abd Allah al Ghashim	عبد الله الغشيم	عبد الله الغشيم	Wassit	Al-Kut	Wasit
Abd ar Rada al Abd al Mansur	عبد الرضا العبد المنصور	عبد الرضا العبد المنصور	Wassit	Al-Kut	Wasit
Abud ar Rih	عبود الريح	عبود الريح	Wassit	Al-Kut	Wasit
Ad Diya	الضياع	الضياع	Wassit	Al-Kut	Wasit
Afan	عفان	عفان	Wassit	Al-Kut	Wasit
Ajil	عجيل	عجيل	Wassit	Al-Kut	Wasit
Al Alil	العليل	العليل	Wassit	Al-Kut	Wasit
Al Amgasis	الأمكاصيص	الأمكاصيص	Wassit	Al-Kut	Wasit
Al Amgasis	المكاصيص	الأمكاصيص	Wassit	Al-Kut	Wasit
Al Habajiyah	الحبجية	الحبجية	Wassit	Al-Kut	Wasit
Al Hajj Thamir Hajli	الحاج ثامر حجلي	الحاج ثامر حجلي	Wassit	Al-Kut	Wasit
Al Qamar	القمر	القمر	Wassit	Al-Kut	Wasit
Albu Dari	آل بو داري	آل بو داري	Wassit	Al-Kut	Wasit
Amran Dalfi	عمران دلفي	عمران دلفي	Wassit	Al-Kut	Wasit
Arid al Hinawi	أريد الحيناوي	أريد الحيناوي	Wassit	Al-Kut	Wasit
As Sayyid Mansur	إمام السيد منصور	إمام السيد منصور	Wassit	Al-Kut	Wasit
Ash Sharqi Abbas al Kazam	الشرقي عباس الكاظم	الشرقي عباس الكاظم	Wassit	Al-Kut	Wasit
Chibchab Farih	جبجاب فريح	جبجاب فريح	Wassit	Al-Kut	Wasit
Farjan al Abid wa Abid al Mashhan	فرجان العبيد	فرجان العبيد و عبيد المشحن	Wassit	Al-Kut	Wasit
Hajj Ghadib as Salamah	حاج غضب السلامة	حاج غضب السلامة	Wassit	Al-Kut	Wasit
Halil	هليل	هليل	Wassit	Al-Kut	Wasit
Hamidiyah	حميدية	حميدية	Wassit	Al-Kut	Wasit
Ishan Batranah	إيشان بطرانة	إيشان بطرانة	Wassit	Al-Kut	Wasit
Ishan Bayat al Jilah	إيشان بيات الجيلة	إيشان بيات الجيلة	Wassit	Al-Kut	Wasit
Jamil Shahir Bani	جميل شهر باني	جميل شهر باني	Wassit	Al-Kut	Wasit
Larak	لرك	لرك	Wassit	Al-Kut	Wasit
Matrud	مطرود	مطرود	Wassit	Al-Kut	Wasit
Muhammad al Ani	محمد العاني	محمد العاني	Wassit	Al-Kut	Wasit
Namat Sultan	نعمة سلطان	نعمة سلطان	Wassit	Al-Kut	Wasit
Namus	ناموس	ناموس	Wassit	Al-Kut	Wasit
Qalat Muhammad al Qasab	قلعة محمد القصاب	قلعة محمد القصاب	Wassit	Al-Kut	Wasit
Rashid al Marai	رشيد المراعي	رشيد المراعي	Wassit	Al-Kut	Wasit
Rujar ad Dahlus	رجر الدحلوس	رجر الدحلوس	Wassit	Al-Kut	Wasit
Sadun al Jalibawi	سعدون الجليباوي	سعدون الجليباوي	Wassit	Al-Kut	Wasit
Sahib as Salman	صاحب السلمان	صاحب السلمان	Wassit	Al-Kut	Wasit
Said Sharhan	سعيد شرهان	سعيد شرهان	Wassit	Al-Kut	Wasit
Salman Abd ar Rada	سلمان عبد الرضا	سلمان عبد الرضا	Wassit	Al-Kut	Wasit
Sayyid Sachit	سيد ساجت	سيد ساجت	Wassit	Al-Kut	Wasit
Shahid Ala Gat	شحيد على كاطع	شحيد على كاطع	Wassit	Al-Kut	Wasit
Shawi ash Sharifi	شويع الشريفي	شويع الشريفي	Wassit	Al-Kut	Wasit
Shawikh ad Dalfi	شويخ الدلفي	شويخ الدلفي	Wassit	Al-Kut	Wasit
Shaykh Sulayman	شيخ سليمان	شيخ سليمان	Wassit	Al-Kut	Wasit
Surhan Rahim	سرحان رحيم	سرحان رحيم	Wassit	Al-Kut	Wasit
Tall Qabat Abd	تل قبة عبد	تل قبة عبد	Wassit	Al-Kut	Wasit
Thamir	ثامر	ثامر	Wassit	Al-Kut	Wasit
Thani Dawimil	ثاني دويمل	ثاني دويمل	Wassit	Al-Kut	Wasit
Ubayd al Jafjar	عبيد الجفجر	عبيد الجفجر	Wassit	Al-Kut	Wasit
Zayr Mabram ad Dahami	زاير مبرم الدحامي	زاير مبرم الدحامي	Wassit	Al-Kut	Wasit
Zudayrat	زديرات	زديرات	Wassit	Al-Kut	Wasit
Abd Kuhit	عبد كحيط	عبد كحيط	Wassit	Al-Kut	Shaekh Saad
Al Akiliyah	العكيلية	العكيلية	Wassit	Al-Kut	Shaekh Saad
Al Husayniyah	الحسينية	الحسينية	Wassit	Al-Kut	Shaekh Saad
Al Islah	الإصلاح	الإصلاح	Wassit	Al-Kut	Shaekh Saad
Al Wahdah	الوحدة	الوحدة	Wassit	Al-Kut	Shaekh Saad
Albu Habib	آل بو حبيب	آل بو حبيب	Wassit	Al-Kut	Shaekh Saad
Ali al Abid	علي العبيد	علي العبيد	Wassit	Al-Kut	Shaekh Saad
Ali al Manahi	علي المناحي	علي المناحي	Wassit	Al-Kut	Shaekh Saad
Ali Murdah	علي مردة	علي مردة	Wassit	Al-Kut	Shaekh Saad
Fahad al Muhammadawi	فهد المحمداوي	فهد المحمداوي	Wassit	Al-Kut	Shaekh Saad
Falih Katani	فليح كطاني	فليح كطاني	Wassit	Al-Kut	Shaekh Saad
Falih Shiya	فالح شياع	فالح شياع	Wassit	Al-Kut	Shaekh Saad
Hasan al Abidi	حسن العبيدي	حسن العبيدي	Wassit	Al-Kut	Shaekh Saad
Husayn Abd as Sahib	حسين عبد الصاحب	حسين عبد الصاحب	Wassit	Al-Kut	Shaekh Saad
Husayn al Andi	حسين العندي	حسين العندي	Wassit	Al-Kut	Shaekh Saad
Husayn Hamud al Jawariyah	حسين حمود الجعورية	حسين حمود الجعورية	Wassit	Al-Kut	Shaekh Saad
Ismail Muhsin	إسماعيل محسن	إسماعيل محسن	Wassit	Al-Kut	Shaekh Saad
Kazim Abud	كاظم عبود	كاظم عبود	Wassit	Al-Kut	Shaekh Saad
Khalaf Manani al Faradisah	خلف مناني الفرادسة	خلف مناني الفرادسة	Wassit	Al-Kut	Shaekh Saad
Maftul i Saiyid Gozar	مفتول سيد خضر	مفتول سيد خضر	Wassit	Al-Kut	Shaekh Saad
Maki	مكي	مكي	Wassit	Al-Kut	Shaekh Saad
Matshar Hawaydir	مطشر هويدر	مطشر هويدر	Wassit	Al-Kut	Shaekh Saad
Muhammad al Yaqub	محمد اليعقوب	محمد اليعقوب	Wassit	Al-Kut	Shaekh Saad
Qalat Kandalan	قلعة كندالان	قلعة كندالان	Wassit	Al-Kut	Shaekh Saad
Qaryat Abd Sayyid	قرية عبد سيد	قرية عبد سيد	Wassit	Al-Kut	Shaekh Saad
Qaryat al Aradah	قرية العراضة	قرية العراضة	Wassit	Al-Kut	Shaekh Saad
Qaryat al Gharibah	قرية الغريبة	قرية الغريبة	Wassit	Al-Kut	Shaekh Saad
Qaryat al Qudah	قرية القودة	قرية القودة	Wassit	Al-Kut	Shaekh Saad
Qaryat Albu Dari	قرية آل بو داري	قرية آل بو داري	Wassit	Al-Kut	Shaekh Saad
Qaryat as Sabah	قرية الصباح	قرية الصباح	Wassit	Al-Kut	Shaekh Saad
Qaryat as Surah	قرية السورة	قرية السورة	Wassit	Al-Kut	Shaekh Saad
Qaryat Hamid	قرية حامد	قرية حامد	Wassit	Al-Kut	Shaekh Saad
Qaryat Hasan Mun	قرية حسن معن	قرية حسن معن	Wassit	Al-Kut	Shaekh Saad
Qaryat Jahid	قرية جهيد	قرية جهيد	Wassit	Al-Kut	Shaekh Saad
Qaryat Kazim Alwan	قرية كاظم علوان	قرية كاظم علوان	Wassit	Al-Kut	Shaekh Saad
Qaryat Utarid	قرية عطارد	قرية عطارد	Wassit	Al-Kut	Shaekh Saad
Said Abu Katfah	سعيد أبو كطفة	سعيد أبو كطفة	Wassit	Al-Kut	Shaekh Saad
Saiyid Musa	سيد موسى	سيد موسى	Wassit	Al-Kut	Shaekh Saad
Saiyid Salih	سيد صالح	سيد صالح	Wassit	Al-Kut	Shaekh Saad
Salaf as Samakin	سلف السماكين	سلف السماكين	Wassit	Al-Kut	Shaekh Saad
Salman Nasir	سلمان ناصر	سلمان ناصر	Wassit	Al-Kut	Shaekh Saad
Shaikh Ahmad	شيخ أحمد	شيخ حمد الريس	Wassit	Al-Kut	Shaekh Saad
Shaikh Saad	شيخ سعد	شيخ سعد	Wassit	Al-Kut	Shaekh Saad
Shaikh Yaqub al Yusuf	شيخ يعقوب اليوسف	شيخ يعقوب اليوسف	Wassit	Al-Kut	Shaekh Saad
Shakir al Yasin	شاكر الياسين	شاكر الياسين	Wassit	Al-Kut	Shaekh Saad
Shawkah	شوكة	شوكة	Wassit	Al-Kut	Shaekh Saad
Ubayd al Habib	عبيد الحبيب	عبيد الحبيب	Wassit	Al-Kut	Shaekh Saad
Yara Kabir	يارا كبير	يارا كبير	Wassit	Al-Kut	Shaekh Saad
Yusuf	يوسف بيك الأيوبي	يوسف بيك الأيوبي	Wassit	Al-Kut	Shaekh Saad
Abd al Muhsin	عبد المحسن	عبد المحسن	Wassit	Al-Kut	Markaz Al-Kut
Abd Allah ad Daraji	عبد الله الدراجي	عبد الله الدراجي	Wassit	Al-Kut	Markaz Al-Kut
Abu Hanjah	أبو حنجة	أبو حنجة	Wassit	Al-Kut	Markaz Al-Kut
Abu Rumman	أبو رمانة	أبو رمانة	Wassit	Al-Kut	Markaz Al-Kut
Ad Daiyat	الضاعيات	الضاعيات	Wassit	Al-Kut	Markaz Al-Kut
AI Malgayah	الملكاية	الملكاية	Wassit	Al-Kut	Markaz Al-Kut
Akrish	أكريش	أكريش	Wassit	Al-Kut	Markaz Al-Kut
Al Algayah	العلكاية	العلكاية	Wassit	Al-Kut	Markaz Al-Kut
Al Falahiyah	الحاج كريم حمد الساعدي	الفلاحية	Wassit	Al-Kut	Markaz Al-Kut
Ali al Badan	علي البدن	علي البدن	Wassit	Al-Kut	Markaz Al-Kut
Ali Judah	علي جودة	علي جودة	Wassit	Al-Kut	Markaz Al-Kut
Ar Rumayli	الرميلي	الرميلي	Wassit	Al-Kut	Markaz Al-Kut
As Sawadah	السلمات	السوادة	Wassit	Al-Kut	Markaz Al-Kut
As Sinaat	الصناعات	الصناعات	Wassit	Al-Kut	Markaz Al-Kut
As Sinayat	الصناعيات	الصناعيات	Wassit	Al-Kut	Markaz Al-Kut
Ash Shamrani	الشمراني	الشمراني	Wassit	Al-Kut	Markaz Al-Kut
Az Zarganiyah	الزركانية	الزركانية	Wassit	Al-Kut	Markaz Al-Kut
Aziz al Jadua	الشيخ عزيز الجدوع	الشيخ عزيز الجدوع	Wassit	Al-Kut	Markaz Al-Kut
Bani Shamam	بني شمام	بني شمام	Wassit	Al-Kut	Markaz Al-Kut
Burhan al Awid	برهان العويد	برهان العويد	Wassit	Al-Kut	Markaz Al-Kut
Harsat	هرسات	هرسات	Wassit	Al-Kut	Markaz Al-Kut
Husayn Sani	حسين ساني	حسين ساني	Wassit	Al-Kut	Markaz Al-Kut
Husayn Zurar	حسين زرار	حسين زرار	Wassit	Al-Kut	Markaz Al-Kut
Imam Sayyid Ramadan	إمام سيد رمضان	إمام سيد رمضان	Wassit	Al-Kut	Markaz Al-Kut
Jalub az Zamziz	جلوب الزمزيز	جلوب الزمزيز	Wassit	Al-Kut	Markaz Al-Kut
Karim al Badan	كريم البدن	كريم البدن	Wassit	Al-Kut	Markaz Al-Kut
Mahmud al Amarhid	محمود الأمرهيد	محمود الأمرهيد	Wassit	Al-Kut	Markaz Al-Kut
Maki al Jasim	مكي الجاسم	مكي الجاسم	Wassit	Al-Kut	Markaz Al-Kut
Makki al Kuraysi	مكي الكريسي	مكي الكريسي	Wassit	Al-Kut	Markaz Al-Kut
Malik Hajj Jassas	مالك حاج جصاص	مالك حاج جصاص	Wassit	Al-Kut	Markaz Al-Kut
Qaryat Abu al Hawi	قرية أبو الحاوي	قرية أبو الحاوي	Wassit	Al-Kut	Markaz Al-Kut
Sagban	صكبان	صكبان	Wassit	Al-Kut	Markaz Al-Kut
Sane	صانع	صانع	Wassit	Al-Kut	Markaz Al-Kut
Shaikh Nuwair	شيخ نوير	شيخ نوير	Wassit	Al-Kut	Markaz Al-Kut
Shayd al Badan	شيد البدن	شيد البدن	Wassit	Al-Kut	Markaz Al-Kut
Shaykh Nasir al Abisi	شيخ ناصر العبيسي	شيخ ناصر العبيسي	Wassit	Al-Kut	Markaz Al-Kut
Ubayd	عبيد	عبيد	Wassit	Al-Kut	Markaz Al-Kut
Umar al Khudayri	عمر الخضيري	عمر الخضيري	Wassit	Al-Kut	Markaz Al-Kut
Utaywi as Salman	عطيوي السلمان	عطيوي السلمان	Wassit	Al-Kut	Markaz Al-Kut
Zamzir	زمزير	زمزير	Wassit	Al-Kut	Markaz Al-Kut
Abbud al Husayn	عبود الحسين	عبود الحسين	Wassit	Al-Namaniya	Al-Ahrar
Abd al Hasan Hamzah	عبد الحسن حمزة	عبد الحسن حمزة	Wassit	Al-Namaniya	Al-Ahrar
Abd Ali	عبد علي	عبد علي	Wassit	Al-Namaniya	Al-Ahrar
Abu Najm	أبو نجم	أبو نجم	Wassit	Al-Namaniya	Al-Ahrar
Abu Nimah	آل بو نعمة	آل بو نعمة	Wassit	Al-Namaniya	Al-Ahrar
Ad Duraysat	الدريسات	الدريسات	Wassit	Al-Namaniya	Al-Ahrar
Ahdilan	أهديلان	أهديلان	Wassit	Al-Namaniya	Al-Ahrar
Ajil al Bashi	عاجل الباشي	عاجل الباشي	Wassit	Al-Namaniya	Al-Ahrar
Akrayish	أكريش	أكريش	Wassit	Al-Namaniya	Al-Ahrar
Akrish	أكريش	أكريش	Wassit	Al-Namaniya	Al-Ahrar
Al Ahrar	الأحرار	الأحرار	Wassit	Al-Namaniya	Al-Ahrar
